Country,Year,gdp_growth_mean5,gdp_growth_std5,gdp_growth_trend5,inflation_mean5,inflation_std5,inflation_trend5,domestic_credit_mean5,domestic_credit_std5,domestic_credit_trend5,current_account_mean5,current_account_std5,current_account_trend5,total_reserves_mean5,total_reserves_std5,total_reserves_trend5,target_crisis_next_3y
Tunisia,2016,-0.540957009864889,-0.6330687720840930,-0.5402676861813850,-0.08563707424759060,-0.08314709661191580,-0.06159596857781950,-0.15799237502701600,-0.42632012618114500,0.045796213064494500,-1.4138821133539800,-0.6837265026073300,-0.03817588426918210,-0.176861617585453,-0.1752847053546800,-0.14441755310846100,0
Turkey,1964,0.5046737504637200,-0.011757618146221700,0.651988342836059,-0.08563707432843170,-0.08314709664744950,-0.061595968616119700,-0.9289127903021700,-0.6444437870007710,-0.18026522310011300,0.20292482978344100,-0.6665813119494590,-0.10447762808298800,-0.22001658875946900,-0.2001695145296780,-0.12094627427616700,0
Turkey,1965,0.33901044659996600,0.07967016039203680,0.259316408891252,-0.08563707432845300,-0.08314709664742990,-0.06159596861614580,-0.929015768404305,-0.6443429332764780,-0.18039991638991700,0.21316361388261400,-0.6559678687191720,-0.055495810453030500,-0.22009184600836800,-0.20012205298859900,-0.12100920848080700,0
Turkey,1966,1.0611725498613100,0.2044628839854140,0.3928426055138820,-0.08563707432847430,-0.0831470966474327,-0.061595968616142000,-0.9291195156226900,-0.6443571325771650,-0.1803805526101010,0.16907092309712000,-0.6416687920228700,-0.0721432113721734,-0.22016744143122700,-0.20012876966325600,-0.1210000856449550,0
Turkey,1967,1.0009308919514900,0.24738427936660300,-0.19151763661824500,-0.08563707432849790,-0.08314709664747730,-0.0615959686160914,-0.9292338469571090,-0.6445893139201770,-0.18011604869040500,0.17286932277315800,-0.6365997102810760,0.0005979991689180480,-0.22025096456700900,-0.20023676963333100,-0.12087782264592300,0
Turkey,1968,0.8366102967555560,0.13486428493020300,0.35661224356955500,-0.08563707432850990,-0.08314709664761590,-0.06159596861588610,-0.9292922556361690,-0.645306484947084,-0.17904828920076800,0.18298235741061900,-0.6496519711623270,-0.06806277459730510,-0.22029366783166700,-0.20057254418124500,-0.12038142704524800,0
Turkey,1969,0.7376642492143310,0.19470385457720900,-0.1184713691421930,-0.0856370743284755,-0.08314709664714300,-0.061595968615418100,-0.929125182818952,-0.6428545410024930,-0.17661122142976500,0.18887419299401200,-0.6430515423462930,-0.009649637092059610,-0.22017166224180900,-0.19942689331589100,-0.11925013355233800,0
Turkey,1970,0.7671043501793480,0.1545405855836910,-1.1977602859349800,-0.08563707432837610,-0.08314709664617370,-0.06159596861440360,-0.9286428826940300,-0.6378287548112780,-0.17132796409188700,0.18660095732561100,-0.6488255576905130,0.123135249534849,-0.21981938130700000,-0.19707846595089700,-0.11679767933750100,0
Turkey,1971,0.36166362177789700,-0.6339827986007000,-0.11527779090232300,-0.08563707432815970,-0.08314709664456620,-0.06159596861270180,-0.9275928424134020,-0.6294959746943020,-0.16247098757325800,0.21038597831020400,-0.7381271410127720,-0.014663271447527000,-0.21905253070662600,-0.19318335402581100,-0.11268350281267700,0
Turkey,1972,0.5550644923068040,-0.46092808105171100,0.22688606888079500,-0.08563707432770170,-0.08314709664143700,-0.061595968609565500,-0.9253713617174540,-0.6132740206983370,-0.14614537549886300,0.19637827798914900,-0.7125413812390400,-0.06263538328076510,-0.2174299055479840,-0.18560156989268600,-0.10510166630883500,0
Turkey,1973,0.3026093159988130,-0.4512517372672010,0.21024706660741900,-0.08563707432695370,-0.08314709663761810,-0.06159596860550060,-0.9217428720269780,-0.59347510514978,-0.12498468858023400,0.20827985157604900,-0.714449863973652,-0.06746892778651390,-0.21477970890145800,-0.17634888080958900,-0.09527480469050460,0
Turkey,1974,0.4112795293686520,-0.45376121900759700,0.20017546925473900,-0.0856370743262933,-0.08314709663782260,-0.06159596860580140,-0.9185394631438430,-0.5945350468657140,-0.12655056376794100,0.19849728652658600,-0.7150309754235430,-0.06570259674512910,-0.21243990166065900,-0.1768442565116810,-0.09600199622590380,0
Turkey,1975,0.6942492659029900,-0.5048268058045330,0.12420491910731400,-0.0856370743259585,-0.08314709664021770,-0.0615959686118495,-0.9169154851169930,-0.6069511651287100,-0.15803488337017500,0.17959247787364900,-0.728649998715684,-0.045957505976796600,-0.21125367176426100,-0.1826473591771020,-0.11062317251804700,1
Turkey,1976,1.045716007316640,-0.08269006381009550,0.7559680433037950,-0.08563707432572840,-0.0831470966423974,-0.061595968617755800,-0.9157995309069130,-0.6182504492156830,-0.18878225819477100,0.15699260302305500,-0.681468745060287,-0.11465627977329400,-0.2104384868031070,-0.18792865601139800,-0.12490142539073400,1
Turkey,1977,0.7571082225844920,0.06616583916229510,0.4013193773905300,-0.08563707432581390,-0.0831470966417728,-0.06159596862176260,-0.9162137822869670,-0.6150133899018090,-0.20963933578270700,0.17505957855953300,-0.6605542117164350,-0.06364906211811310,-0.21074112999079000,-0.18641531940208500,-0.13458765559460700,1
Turkey,1978,0.6307678400826630,0.2679562514660340,-0.8554348639013040,-0.08563707432606600,-0.08314709664338870,-0.0615959686185591,-0.917436777064776,-0.6233913729216150,-0.19296063949230800,0.1839870655663420,-0.6344787801582930,0.08753326753355290,-0.21163444102151600,-0.19033037295302400,-0.12684341103682100,1
