Country,Year,gdp_growth,inflation,domestic_credit,current_account,total_reserves,External_Debt_Crisis,gdp_growth_mean5,gdp_growth_std5,gdp_growth_trend5,inflation_mean5,inflation_std5,inflation_trend5,domestic_credit_mean5,domestic_credit_std5,domestic_credit_trend5,current_account_mean5,current_account_std5,current_account_trend5,total_reserves_mean5,total_reserves_std5,total_reserves_trend5,target_crisis_next_3y
Algeria,1995,3.799994791,70.823,5.133697325,-4.9,4164319964.0,1,0.27999983960000074,2.4468330313266664,0.7299991898,45.88719999999999,17.29369966779808,10.7804,5.707436994602556,1.4966551522235154,0.3013869042974439,-0.05899999999999998,4.1887088106002315,-2.5646000000000004,3882192530.6,611422778.6460495,290467250.20000017,1
Algeria,1996,4.099998472,84.067,5.36600668,2.449,6296459575.0,1,1.3399996512000008,2.7718206030318098,1.0499987885999997,57.3702,20.153758686656932,12.645800000000003,6.1102778474,0.8240241512203544,-0.473589532199999,-0.5130000000000001,3.6266832643615303,-0.6296000000000003,4449490617.4,1176502064.5439727,646653642.2000002,0
Algeria,1997,1.099999937,88.859,3.917921272,6.598,9666874795.0,0,1.1999991780000008,2.7604326917278037,1.1399996413000002,68.1218,19.636310121812603,12.262800000000002,5.4804734988,1.0751761170153504,-0.6250612969999995,0.3235999999999999,4.7724460499831745,1.6709999999999998,5719362141.0,2419374598.2254286,1350538445.6000004,0
Algeria,1998,5.100003611,93.258,4.554422657,-1.74,8452272525.0,0,2.640000051600001,2.4714356662077144,0.9300005474000002,78.314,15.714978937306933,9.542600000000004,5.0978140348,0.9714406770793025,-0.5140975218999996,-0.3172000000000001,4.796086289882616,1.6003999999999998,6678682978.4,2346379045.211954,1278012381.5000005,0
Algeria,1999,3.200001553,95.682,5.353178588,0.038,6146079211.0,0,3.459999672800001,1.4876160321101255,-0.019998133699999844,86.53779999999999,9.839019803821976,5.890900000000005,4.865045304400001,0.6234863014535812,-0.03726214969999986,0.48899999999999977,4.34092858729558,0.5687000000000005,6945201214.0,2148926082.628561,611933144.4000001,0
Algeria,2000,3.800000002,95.969,5.961758151,15.386,13556106802.0,0,3.460000715000001,1.4876163298558487,0.15000046759999996,91.567,5.0683718786215035,3.062700000000004,5.0306574695999995,0.7981868336760065,0.2626760258000002,4.5462,6.818166410406833,1.9314,8823558581.6,3033198534.5163026,1099849887.0000002,0
Algeria,2001,2.999999999,100.0,8.014241442,11.883,19625060613.0,0,3.2400010204000003,1.4501735741843245,0.24999965150000034,94.75359999999999,4.087999669765323,2.4993000000000043,5.560304422,1.5759991784839338,0.9599975834000004,6.432999999999998,7.375294705976161,2.7696,11489278789.2,5281028995.809246,2502020591.3,0
Algeria,2002,5.4,101.433,12.19974352,7.086,25151012703.0,0,4.100001033000001,1.0954456202397764,0.03999912240000058,97.2684,3.35760127174171,2.0668000000000117,7.2166688716,3.0660278381597306,1.7951704580000005,6.5306,7.38125062574087,2.9496999999999995,14586106370.8,7856958394.966154,4687646175.8,0
Algeria,2003,6.500000001,105.755,11.22232165,11.987,35454600266.0,0,4.380000311000001,1.5139349671965647,0.8199996894,99.7678,4.177260310299291,2.5609999999999995,8.5502486702,3.0686980421370578,1.7976271493000004,9.276,5.950101133594285,1.5598000000000014,19986571919.0,11168842375.113894,7021194801.1,0
Algeria,2004,4.5,109.952,10.99786961,12.094,45691652467.0,0,4.640000000400001,1.364917580262626,0.4899999998000004,102.62180000000001,5.387383474378075,3.3721000000000068,9.6791868746,2.6011879258784285,1.3280303126000013,11.687199999999999,2.9641974799260584,-0.6479999999999981,27895686570.2,12800328264.83752,8010063098.3,0
Algeria,2005,5.4,111.472,11.92911928,19.789,59167068864.0,0,4.960000000000001,1.3049904220912827,0.39000000020000053,105.7224,5.052061292185816,3.1463000000000116,10.8726591004,1.672255531309849,0.6627881766000006,12.5678,4.561431431031273,2.082000000000001,37017878982.6,15902809856.614727,9962465626.600002,0
Algeria,2006,2.899999999,114.048,12.11707388,23.52,81462730475.0,0,4.94,1.3427583556991867,-0.6100000002999997,108.532,4.979803861599616,3.0947000000000044,11.693225588,0.5470658276109231,0.05414583500000022,14.895199999999999,6.626167949878723,4.067000000000002,49385412955.0,21906920458.46372,13633590414.200003,0
Algeria,2007,3.100000001,118.244,12.99010252,21.476,114972000000.0,0,4.480000000200001,1.5270887338691164,-0.8400000000999994,111.8942,4.652928776588217,2.9074000000000098,11.851297388,0.7901771906506909,0.4654766010000015,17.7732,5.397529777592708,3.0404,67349610414.4,31703252785.51667,19480587747.600006,0
Algeria,2008,2.499999999,123.985,12.79580213,19.098,148099000000.0,0,3.679999999800001,1.2214745190506333,-0.6300000000999996,115.5402,5.670759931438025,3.483800000000007,12.165993484000001,0.790384484756961,0.4656848280000007,19.1954,4.321314360238097,1.5695000000000003,89878490361.2,41790564235.61218,26061962620.2,0
Algeria,2009,1.2,131.103,16.26580177,0.273,155112000000.0,0,3.019999999800001,1.5221695044770711,-0.8799999999999999,119.77040000000002,7.907747422623168,4.919900000000016,13.219579916,1.7601507949214983,0.935209323,16.831200000000003,9.412427460543851,-4.3454,111762559867.8,41515589488.71471,25852613179.700005,0
Algeria,2010,4.800000001,136.23,15.20827982,6.838,170461000000.0,0,2.900000000000001,1.2942179110373844,0.19000000030000025,124.72200000000001,9.077350301712704,5.722300000000012,13.875412024,1.7699988113793037,0.945811113000001,14.241,10.1482134880973,-5.456700000000002,134021346095.0,35693592074.991684,21813653905.000008,0
Algeria,2011,2.999999999,142.36,13.71547056,9.07,191369000000.0,0,2.920000000000001,1.2949903479176865,0.20999999980000028,130.3844,9.571364234005738,6.047700000000002,14.195091360000001,1.4961982675326388,0.38632137699999974,11.351,8.815098524690463,-3.7072,156002600000.0,28313414564.478092,17515600000.000027,0
