Country,Year,target_crisis_next_3y,KMeans_Cluster,GMM_Cluster,GMM_Max_Probability
Colombia,1985,0,0,6,0.7785600456452803
Colombia,1986,0,0,7,0.9938642853642735
Colombia,1987,0,0,3,0.9997913744418528
Colombia,1988,0,0,3,0.9999145944257729
Colombia,1989,0,0,4,0.9352844089156276
Colombia,1990,0,0,4,0.9578332258564256
Colombia,1991,0,0,3,0.9841595347990256
Colombia,1992,0,0,3,0.9693544183814943
Colombia,1993,0,0,3,0.6681738803874498
Colombia,1994,0,0,6,0.792328660864434
Colombia,1995,0,0,6,0.9801950550685017
Colombia,1996,0,0,6,0.9997958830447471
Colombia,1997,0,0,6,0.9999688443579446
Colombia,1998,0,0,6,0.9999496897760957
Colombia,1999,0,0,6,0.9967569759645272
Colombia,2000,0,0,6,0.8905621800078939
Colombia,2001,0,0,3,0.9978482796434875
Colombia,2002,0,0,3,0.9988308161800236
Colombia,2003,0,0,3,0.9988008221666749
Colombia,2004,0,0,3,0.6968492163853653
Colombia,2005,0,0,3,0.9524982525772299
Colombia,2006,0,0,3,0.6002368182804764
Colombia,2007,0,0,6,0.99996996314963
Colombia,2008,0,0,6,0.9999738179535319
Colombia,2009,0,0,6,0.9999604332292104
Colombia,2010,0,0,6,0.9999590154325095
Colombia,2011,0,0,6,0.9999413397282435
Colombia,2012,0,0,6,0.9999080265910812
Colombia,2013,0,0,6,0.9998189817294628
Colombia,2014,0,0,6,0.9998442652584647
Colombia,2015,0,0,6,0.9996660681237445
Colombia,2016,0,0,6,0.9994738623563377
Costa Rica,1964,0,0,4,0.9999296310352092
Costa Rica,1965,0,0,4,0.9999283952092888
Costa Rica,1966,0,0,4,0.99993350188621
Costa Rica,1967,0,0,4,0.9999295961587698
Costa Rica,1968,0,0,4,0.9999331588867149
Costa Rica,1969,0,0,4,0.9999128331790789
Costa Rica,1970,0,0,4,0.9999238767237358
Costa Rica,1971,0,0,4,0.9999243830541986
Costa Rica,1972,0,0,4,0.9999194282197137
Costa Rica,1973,0,0,4,0.9999190587601852
Costa Rica,1974,0,0,4,0.9999093853679638
Costa Rica,1975,0,0,4,0.9998551818244343
Costa Rica,1976,0,0,4,0.9998731442775931
Costa Rica,1977,0,0,4,0.9999357213051963
Costa Rica,1978,1,0,4,0.9999332713852767
Costa Rica,1979,1,0,4,0.9999375898386031
Costa Rica,1980,1,0,3,0.5284084850416491
Costa Rica,1981,1,0,3,0.9999996747256463
Costa Rica,1982,1,0,3,0.9999985311937665
Costa Rica,1983,1,0,3,0.7862057671175079
Costa Rica,1984,1,0,3,0.9999958540233364
Costa Rica,1985,1,0,3,0.9999948666941363
Costa Rica,1986,1,0,3,0.9990119085055629
Costa Rica,1987,1,0,4,0.9966033843520316
Costa Rica,1988,1,0,4,0.9999203385086337
Costa Rica,1989,1,0,4,0.9997502852516006
Costa Rica,1990,0,0,4,0.9995026680487098
Costa Rica,1991,0,0,4,0.9999471174695032
Costa Rica,1992,0,0,4,0.9999165836767706
Costa Rica,1993,0,0,4,0.9998204520016452
Costa Rica,1994,0,0,4,0.9998379281420338
Costa Rica,1995,0,0,4,0.999806578144735
Costa Rica,1996,0,0,4,0.9963061210980482
Costa Rica,1997,0,0,4,0.9993877358592608
Costa Rica,1998,0,0,4,0.9999374953871718
Costa Rica,1999,0,0,4,0.99974254063804
Costa Rica,2000,0,0,4,0.9994900098698484
Costa Rica,2001,0,0,4,0.9990984140386073
Costa Rica,2002,0,0,4,0.9997364134829424
Costa Rica,2003,0,0,4,0.999906381456292
Costa Rica,2004,0,0,4,0.9999382007453883
Costa Rica,2005,0,0,4,0.9999213009183264
Costa Rica,2006,0,0,4,0.9997261819252583
Costa Rica,2007,0,0,4,0.9850847271013355
Costa Rica,2008,0,0,4,0.76480862546466
Costa Rica,2009,0,0,4,0.9929559357351557
Costa Rica,2010,0,0,4,0.9542238862182589
Costa Rica,2011,0,0,3,0.9563876551652559
Costa Rica,2012,0,0,3,0.88323449144925
Costa Rica,2013,0,0,6,0.7665631911682117
Costa Rica,2014,0,0,6,0.9928262294434572
Costa Rica,2015,0,0,6,0.9972745736858342
Costa Rica,2016,0,0,6,0.9998167697611964
Denmark,1964,0,0,4,0.9999793668651885
Denmark,1965,0,0,4,0.99995076168804
Denmark,1966,0,0,4,0.9999171481533821
Denmark,1967,0,0,4,0.9999696621133176
Denmark,1968,0,0,4,0.9998756346007284
Denmark,1969,0,0,4,0.9998697725309198
Denmark,1970,0,0,4,0.9997975936469077
Denmark,1971,0,0,4,0.9998308514040888
Denmark,1972,0,0,4,0.9997291976105215
Denmark,1973,0,0,4,0.9989386159567076
Denmark,1974,0,0,4,0.9987708876437118
Denmark,1975,0,0,4,0.999446107675796
Denmark,1976,0,0,4,0.9995037047561662
Denmark,1977,0,0,4,0.9992478164639386
Denmark,1978,0,0,6,0.9654746824800333
Denmark,1979,0,0,6,0.9998710785095312
Denmark,1980,0,0,0,0.9999988119152962
Denmark,1981,0,0,0,0.9999999999997646
Denmark,1982,0,0,0,0.9999999999998979
Denmark,1983,0,0,0,0.9999981338905352
Denmark,1984,0,0,6,0.9994642592874253
Denmark,1985,0,0,6,0.9999187106719822
Denmark,1986,0,0,6,0.9999874259173852
Denmark,1987,0,0,6,0.999990068670855
Denmark,1988,0,0,6,0.9999644665623354
Denmark,1989,0,0,6,0.9997428246830118
Denmark,1990,0,0,6,0.9997862827945471
Denmark,1991,0,0,6,0.9998464069999706
Denmark,1992,0,0,6,0.9995913251415419
Denmark,1993,0,0,6,0.9578343795101368
Denmark,1994,0,0,7,0.9981050676735782
Denmark,1995,0,0,7,0.9957376914518458
Denmark,1996,0,0,6,0.8121812254323186
Denmark,1997,0,0,6,0.9994936843652663
Denmark,1998,0,0,6,0.9999538674783078
Denmark,1999,0,0,6,0.9999444084302256
Denmark,2000,0,0,6,0.9999389632396959
Denmark,2001,0,0,6,0.9997487237546668
Denmark,2002,0,0,6,0.9998233599158716
Denmark,2003,0,0,6,0.9975739391210211
Denmark,2004,0,0,6,0.9925312040624473
Denmark,2005,0,0,6,0.999911535700857
Denmark,2006,0,0,6,0.9999712993620127
Denmark,2007,0,0,6,0.9999621673295882
Denmark,2008,0,0,6,0.9999983522334497
Denmark,2009,0,0,7,0.9991933383616332
Denmark,2010,0,0,7,0.9999530072342632
Denmark,2011,0,0,7,0.999957563880011
Denmark,2012,0,0,7,0.9990623360150841
Denmark,2013,0,0,7,0.9999855511244153
Denmark,2014,0,0,7,0.9999031164697528
Denmark,2015,0,0,7,0.9998683780981484
Denmark,2016,0,0,7,0.9990981215735766
Dominican Republic,1964,0,0,4,0.9958921471067792
Dominican Republic,1965,0,0,3,0.9997137410839961
Dominican Republic,1966,0,0,3,0.9998910136492409
Dominican Republic,1967,0,0,4,0.6096034220594816
Dominican Republic,1968,0,0,4,0.6804487967311939
Dominican Republic,1969,0,0,3,0.9934944628181385
Dominican Republic,1970,0,0,4,0.9289857847651146
Dominican Republic,1971,0,0,4,0.6382027110065046
Dominican Republic,1972,0,0,4,0.9644883981288052
Dominican Republic,1973,0,0,4,0.9973836788392334
Dominican Republic,1974,0,0,4,0.9690299171501636
Dominican Republic,1975,0,0,4,0.9994508860595664
Dominican Republic,1976,0,0,4,0.999683289288715
Dominican Republic,1977,0,0,4,0.99979394071535
Dominican Republic,1978,0,0,4,0.9999408160540967
Dominican Republic,1979,1,0,4,0.9999466382123696
Dominican Republic,1980,1,0,4,0.9970142426069084
Dominican Republic,1981,1,0,4,0.9991760405133164
Dominican Republic,1982,1,0,4,0.99965230548112
Dominican Republic,1983,1,0,4,0.9998010494314249
Dominican Republic,1984,1,0,4,0.9847836175472375
Dominican Republic,1985,1,0,4,0.9995967429975803
Dominican Republic,1986,1,0,4,0.999785232801195
Dominican Republic,1987,1,0,4,0.9998107430226324
Dominican Republic,1988,1,0,4,0.9997568117208914
Dominican Republic,1989,1,0,4,0.9996110957637528
Dominican Republic,1990,1,0,4,0.9816631669659044
Dominican Republic,1991,1,0,4,0.7941128315125878
Dominican Republic,1992,1,0,4,0.6854386552230909
Dominican Republic,1993,1,0,4,0.9450015675477104
Dominican Republic,1994,0,0,4,0.9816161776236422
Dominican Republic,1995,0,0,4,0.998398668937842
Dominican Republic,1996,0,0,4,0.9514973987219104
Dominican Republic,1997,0,0,4,0.9989582039313014
Dominican Republic,1998,0,0,4,0.9999532356417765
Dominican Republic,1999,0,0,4,0.9999429960485737
Dominican Republic,2000,0,0,4,0.9998287420571791
Dominican Republic,2001,0,0,4,0.9998050482928276
Dominican Republic,2002,1,0,4,0.9993593763194673
Dominican Republic,2003,1,0,3,0.9349244260254279
Dominican Republic,2004,1,0,3,0.9999306574257871
Dominican Republic,2005,0,0,3,0.9998681106562607
Dominican Republic,2006,0,0,3,0.9998775494954442
Dominican Republic,2007,0,0,3,0.9999744132521056
Dominican Republic,2008,0,0,3,0.999972127009956
Dominican Republic,2009,0,0,3,0.9187128389363785
Dominican Republic,2010,0,0,4,0.9244312488445797
Dominican Republic,2011,0,0,4,0.9103422635251717
Dominican Republic,2012,0,0,4,0.8681535051227555
Dominican Republic,2013,0,0,3,0.6090201983930804
Dominican Republic,2014,0,0,3,0.9659474907631184
Dominican Republic,2015,0,0,3,0.9954829464239282
Dominican Republic,2016,0,0,3,0.9869047802250452
Ecuador,1964,0,0,4,0.9999454391070138
Ecuador,1965,0,0,4,0.9999414097567008
Ecuador,1966,0,0,4,0.9999064323184543
Ecuador,1967,0,0,4,0.9999365373331934
Ecuador,1968,0,0,4,0.999904010167043
Ecuador,1969,0,0,4,0.9999419303697391
Ecuador,1970,0,0,4,0.9999228811754788
Ecuador,1971,0,0,4,0.9999487981712493
Ecuador,1972,0,0,4,0.9999497314109996
Ecuador,1973,0,0,4,0.9997790213933035
Ecuador,1974,0,0,4,0.9996213466652571
Ecuador,1975,0,0,4,0.9994929833671045
Ecuador,1976,0,0,4,0.9997555066561705
Ecuador,1977,0,0,4,0.9754161878283296
Ecuador,1978,0,0,4,0.9990314109650617
Ecuador,1979,1,0,4,0.999719367053185
Ecuador,1980,1,0,4,0.999920476203513
Ecuador,1981,1,0,4,0.9999067791066728
Ecuador,1982,1,0,4,0.9594821410322243
Ecuador,1983,1,0,4,0.8720350746635364
Ecuador,1984,1,0,4,0.524447951246267
Ecuador,1985,1,0,4,0.7008327493811966
Ecuador,1986,1,0,4,0.9980734782437196
Ecuador,1987,1,0,3,0.8998276217979748
Ecuador,1988,1,0,3,0.6217506521785243
Ecuador,1989,1,0,4,0.8400065078140813
Ecuador,1990,1,0,4,0.9935675121821943
Ecuador,1991,1,0,4,0.7648783710328831
Ecuador,1992,1,0,4,0.8936580470690478
Ecuador,1993,1,0,4,0.9995884749967333
Ecuador,1994,1,0,4,0.9998412782569492
Ecuador,1995,0,0,4,0.9995944239003954
Ecuador,1996,1,0,4,0.9998974114214976
Ecuador,1997,1,0,4,0.9998093384294445
Ecuador,1998,1,0,4,0.9971280667230619
Ecuador,1999,1,0,3,0.9447156637004781
Ecuador,2000,0,0,3,0.9998976393093186
Ecuador,2001,0,0,3,0.9991604986621995
Ecuador,2002,0,0,3,0.9998829750163613
Ecuador,2003,0,0,3,0.9999624684178221
Ecuador,2004,0,0,3,0.9999075520207129
Ecuador,2005,1,0,4,0.9937012797465842
Ecuador,2006,1,0,4,0.5736576094532221
Ecuador,2007,1,0,4,0.5175359046635668
Ecuador,2008,1,0,3,0.9593700702387091
Ecuador,2009,0,0,4,0.7574959248676474
Ecuador,2010,0,0,3,0.948867148221133
Ecuador,2011,0,0,6,0.9188397774106355
Ecuador,2012,0,0,6,0.9998053518098666
Ecuador,2013,0,0,3,0.7774570716769766
Ecuador,2014,0,0,4,0.9893128271938648
Ecuador,2015,0,0,3,0.7540367152803138
Ecuador,2016,0,0,3,0.9185408235694914
Egypt,1964,0,0,4,0.9997961593026665
Egypt,1965,0,0,4,0.9999122785997496
Egypt,1966,0,0,4,0.9999003356253575
Egypt,1967,0,0,4,0.9938012610867283
Egypt,1968,0,0,4,0.9802099093285976
Egypt,1969,0,0,4,0.9999345301997262
Egypt,1970,0,0,4,0.9999532126956768
Egypt,1971,0,0,4,0.9999376114250507
Egypt,1972,0,0,4,0.9999538329101268
Egypt,1973,0,0,4,0.99994074974723
Egypt,1974,0,0,4,0.9999078970500324
Egypt,1975,0,0,4,0.9999453663912552
Egypt,1976,0,0,4,0.9970120962779389
Egypt,1977,0,0,4,0.9980765506731295
Egypt,1978,0,0,4,0.9995487750544835
Egypt,1979,0,0,4,0.9983352946812479
Egypt,1980,0,0,4,0.9222459202029664
Egypt,1981,1,0,4,0.9989878116949031
Egypt,1982,1,0,4,0.9733568461187349
Egypt,1983,1,0,3,0.679794069599044
Egypt,1984,0,0,3,0.9035086356624034
Egypt,1985,0,0,4,0.997474149886318
Egypt,1986,0,0,4,0.990655517665766
Egypt,1987,0,0,4,0.9946258831872363
Egypt,1988,0,0,4,0.9249191471261781
Egypt,1989,0,0,4,0.9997152290800109
Egypt,1990,0,0,4,0.961136280727288
Egypt,1991,0,0,3,0.9998265466995251
Egypt,1992,0,0,7,0.9482274238621434
Egypt,1993,0,0,7,0.99982794817808
Egypt,1994,0,0,6,0.6330995443279641
Egypt,1995,0,0,6,0.9950430430647517
Egypt,1996,0,0,6,0.929804671524367
Egypt,1997,0,0,6,0.9999141249844236
Egypt,1998,0,0,6,0.9999659970290035
Egypt,1999,0,0,6,0.9999354427824287
Egypt,2000,0,0,6,0.9984136387830541
Egypt,2001,0,0,6,0.9819674347856325
Egypt,2002,0,0,6,0.9977104705041684
Egypt,2003,0,0,6,0.9987346162117806
Egypt,2004,0,0,6,0.9922155953276793
Egypt,2005,0,0,6,0.9992853199608799
Egypt,2006,0,0,6,0.9995512003218726
Egypt,2007,0,0,6,0.7992131007894149
Egypt,2008,0,0,7,0.9981775919868808
Egypt,2009,0,0,7,0.9999532135055172
Egypt,2010,0,0,7,0.9999846016532404
Egypt,2011,0,0,7,0.9998143814015082
Egypt,2012,0,0,7,0.9825894238713238
Egypt,2013,0,0,7,0.9350426403902059
Egypt,2014,0,0,7,0.9866759783493219
Egypt,2015,0,0,6,0.9996212852561946
Egypt,2016,0,0,6,0.999955206889163
El Salvador,1964,0,0,4,0.9998836021675486
El Salvador,1965,0,0,4,0.9998830779150771
El Salvador,1966,0,0,4,0.9999126427948678
El Salvador,1967,0,0,4,0.9999137010419019
El Salvador,1968,0,0,4,0.9999218626602747
El Salvador,1969,0,0,4,0.9999188927256247
El Salvador,1970,0,0,4,0.9999073334521321
El Salvador,1971,0,0,4,0.9999239803061297
El Salvador,1972,0,0,4,0.9999234782298666
El Salvador,1973,0,0,4,0.9999219887082246
El Salvador,1974,0,0,4,0.9999190758980694
El Salvador,1975,0,0,4,0.9999241419314171
El Salvador,1976,0,0,4,0.9999231272575505
El Salvador,1977,0,0,4,0.9999264753908846
El Salvador,1978,0,0,4,0.9999297285183164
El Salvador,1979,0,0,4,0.9997924062247502
El Salvador,1980,0,0,3,0.9999924457932603
El Salvador,1981,0,0,3,0.9999836215429464
El Salvador,1982,0,0,3,0.9770529307414995
El Salvador,1983,0,0,3,0.6770303965499417
El Salvador,1984,0,0,3,0.9991849107768299
El Salvador,1985,0,0,4,0.9977116166708394
El Salvador,1986,0,0,4,0.9865956077157968
El Salvador,1987,0,0,4,0.7110634624418531
El Salvador,1988,0,0,4,0.8616357782641171
El Salvador,1989,0,0,3,0.9866420387206755
El Salvador,1990,0,0,3,0.99998368430024
El Salvador,1991,0,0,3,0.9999737299649131
El Salvador,1992,0,0,3,0.9742693006527234
El Salvador,1993,0,0,4,0.9781729290026749
El Salvador,1994,0,0,4,0.9969135383175769
El Salvador,1995,0,0,4,0.8585653347671045
El Salvador,1996,0,0,4,0.8382960282636233
El Salvador,1997,0,0,4,0.9418937039744665
El Salvador,1998,0,0,4,0.9992708388965553
El Salvador,1999,0,0,4,0.9996263038492861
El Salvador,2000,0,0,4,0.9998654273964556
El Salvador,2001,0,0,4,0.9999321328900891
El Salvador,2002,0,0,4,0.9989398181925424
El Salvador,2003,0,0,4,0.9976410991633713
El Salvador,2004,0,0,4,0.9991379258807328
El Salvador,2005,0,0,4,0.9998193517946653
El Salvador,2006,0,0,4,0.9998077982527315
El Salvador,2007,0,0,4,0.9997407340361738
El Salvador,2008,0,0,4,0.9991282498966969
El Salvador,2009,0,0,4,0.9971714163756326
El Salvador,2010,0,0,4,0.9781619462429972
El Salvador,2011,0,0,4,0.7235054898465924
El Salvador,2012,0,0,4,0.7251607578071952
El Salvador,2013,0,0,3,0.6784656319030447
El Salvador,2014,0,0,4,0.985065467982904
El Salvador,2015,0,0,4,0.9935851903700302
El Salvador,2016,0,0,4,0.9709094353986317
Finland,1964,0,0,4,0.9998992235374233
Finland,1965,0,0,4,0.9999138071694545
Finland,1966,0,0,4,0.9998090664206679
Finland,1967,0,0,4,0.9995493570214402
Finland,1968,0,0,4,0.9996998749742462
Finland,1969,0,0,4,0.999996056688994
Finland,1970,0,0,4,0.9998421142637787
Finland,1971,0,0,4,0.9999964546516509
Finland,1972,0,0,4,0.9999969338654754
Finland,1973,0,0,4,0.9999816437721599
Finland,1974,0,0,4,0.999962796944363
Finland,1975,0,0,4,0.9999000206009961
Finland,1976,0,0,4,0.9993269367614426
Finland,1977,0,0,4,0.9996138509234525
Finland,1978,0,0,4,0.9991565845299277
Finland,1979,0,0,4,0.9970462457863506
Finland,1980,0,0,3,0.991986025243877
Finland,1981,0,0,3,0.9962178765661543
Finland,1982,0,0,3,0.9960898843449416
Finland,1983,0,0,4,0.9834957689630697
Finland,1984,0,0,6,0.8804836220168543
Finland,1985,0,0,6,0.8533214060334002
Finland,1986,0,0,6,0.9968701255096127
Finland,1987,0,0,6,0.9999271130678833
Finland,1988,0,0,6,0.9999624086568112
Finland,1989,0,0,6,0.9999424019977523
Finland,1990,0,0,6,0.999873309605287
Finland,1991,0,0,6,0.9995769762196886
Finland,1992,0,0,6,0.9984009645465962
Finland,1993,0,0,6,0.9910400148777986
Finland,1994,0,0,7,0.9925086272755574
Finland,1995,0,0,7,0.6060050640401348
Finland,1996,0,0,0,0.9984412413577939
Finland,1997,0,0,7,0.9747490726508297
Finland,1998,0,0,7,0.9992301901105748
Finland,1999,0,0,6,0.9170700411445636
Finland,2000,0,0,6,0.9995195643692992
Finland,2001,0,0,6,0.999374271552994
Finland,2002,0,0,6,0.9994634253968707
Finland,2003,0,0,6,0.9997030375162523
Finland,2004,0,0,6,0.9997376696661217
Finland,2005,0,0,6,0.9990279348862093
Finland,2006,0,0,6,0.9993893263198445
Finland,2007,0,0,6,0.9989501552978028
Finland,2008,0,0,6,0.9987741758414072
Finland,2009,0,0,6,0.999278324710563
Finland,2010,0,0,6,0.9991270630742725
Finland,2011,0,0,6,0.9916451823090577
Finland,2012,0,0,6,0.9612073200205542
Finland,2013,0,0,6,0.9123858975906157
Finland,2014,0,0,6,0.9997698272007318
Finland,2015,0,0,6,0.9998717073413607
Finland,2016,0,0,6,0.9996022297634523
France,1964,0,0,6,0.9136038565943374
France,1965,0,0,6,0.8711405634498891
France,1966,0,0,6,0.9773996819168954
France,1967,0,0,6,0.9922764147635165
France,1968,0,0,6,0.9998039340954006
France,1969,0,0,6,0.9998748595848367
France,1970,0,0,6,0.9998808416155002
France,1971,0,0,6,0.9999696026081831
France,1972,0,0,6,0.9999705546352506
France,1973,0,0,6,0.9999360637104721
France,1974,0,0,6,0.9997850940134225
France,1975,0,0,6,0.9999070407163491
France,1976,0,0,6,0.9999605783452495
France,1977,0,0,6,0.9999513785741786
France,1978,0,0,6,0.9999029077822319
France,1979,0,0,7,0.99902855016828
France,1980,0,0,7,0.9922026391179593
France,1981,0,0,7,0.9988447423603368
France,1982,0,0,7,0.9998172794260806
France,1983,0,0,7,0.9990812912718161
France,1984,0,0,7,0.995235539839704
France,1985,0,0,6,0.9837801965660307
France,1986,0,0,6,0.9992318568523133
France,1987,0,0,6,0.9986751949069306
France,1988,0,0,6,0.9973092173325987
France,1989,0,0,7,0.7426325728870687
France,1990,0,0,7,0.9153250607751129
France,1991,0,0,7,0.9988337251366908
France,1992,0,0,6,0.6518838192161227
France,1993,0,0,7,0.9983613227901995
France,1994,0,0,7,0.9967295325209046
France,1995,0,0,6,0.995529491915275
France,1996,0,0,6,0.8423056294476972
France,1997,0,0,6,0.8134497864569485
France,1998,0,0,6,0.9604212354034751
France,1999,0,0,6,0.9925516551364209
France,2000,0,0,6,0.9957778070467459
France,2001,0,0,7,0.9819779507278514
France,2002,0,0,7,0.9992269941876347
France,2003,0,0,6,0.9377708769184891
France,2004,0,0,6,0.9979519323697861
France,2005,0,0,6,0.9968036296297107
France,2006,0,0,6,0.9668126512616689
France,2007,0,0,7,0.9729719041230812
France,2008,0,0,7,0.9499924982732905
France,2009,0,0,7,0.9995814290040687
France,2010,0,0,7,0.9991901306378828
France,2011,0,0,7,0.9992433404688499
France,2012,0,0,7,0.9979019950664765
France,2013,0,0,7,0.9982050690462735
France,2014,0,0,7,0.7607081712518603
France,2015,0,0,9,0.9824314404392789
France,2016,0,0,7,0.6062139929553709
Germany,1964,0,0,6,0.9999468953854768
Germany,1965,0,0,6,0.9999448111308936
Germany,1966,0,0,6,0.9999578888305148
Germany,1967,0,0,6,0.9999515052296888
Germany,1968,0,0,6,0.9999544446178859
Germany,1969,0,0,6,0.9998098662533602
Germany,1970,0,0,6,0.9992894965332916
Germany,1971,0,0,6,0.9997382842856081
Germany,1972,0,0,6,0.9993717593074266
Germany,1973,0,0,7,0.6356482414195002
Germany,1974,0,0,7,0.9269981185666959
Germany,1975,0,0,6,0.9409897495414059
Germany,1976,0,0,6,0.9995580003075941
Germany,1977,0,0,6,0.9996826668059353
Germany,1978,0,0,6,0.9290154089192088
Germany,1979,0,0,7,0.9940169388386874
Germany,1980,0,0,7,0.9872384249923849
Germany,1981,0,0,7,0.9969305896593175
Germany,1982,0,0,7,0.9938023006687491
Germany,1983,0,0,7,0.9060954724460827
Germany,1984,0,0,7,0.971777501773808
Germany,1985,0,0,7,0.9981561405092928
Germany,1986,0,0,7,0.9979666479100049
Germany,1987,0,0,7,0.994695416181175
Germany,1988,0,0,7,0.9941046766996572
Germany,1989,0,0,7,0.9949642177299683
Germany,1990,0,0,7,0.9952958577072947
Germany,1991,0,0,7,0.9998218176722762
Germany,1992,0,0,7,0.9999952176714874
Germany,1993,0,0,7,0.9999766303743378
Germany,1994,0,0,7,0.9984158293264
Germany,1995,0,0,7,0.9978365404982129
Germany,1996,0,0,7,0.9824479067670089
Germany,1997,0,0,7,0.9943299751442107
Germany,1998,0,0,7,0.9957757510761179
Germany,1999,0,0,7,0.9929902618876487
Germany,2000,0,0,7,0.9942446888110036
Germany,2001,0,0,7,0.9962041988766778
Germany,2002,0,0,7,0.9979617153418574
Germany,2003,0,0,7,0.9948276355220501
Germany,2004,0,0,7,0.9993113171706502
Germany,2005,0,0,7,0.9973564433181579
Germany,2006,0,0,7,0.9987707668135125
Germany,2007,0,0,7,0.9997932959011208
Germany,2008,0,0,7,0.9948686867745432
Germany,2009,0,0,7,0.9967254655816151
Germany,2010,0,0,7,0.9547556942298816
Germany,2011,0,0,7,0.9147437723701307
Germany,2012,0,0,7,0.9149062602235076
Germany,2013,0,0,7,0.9652289652307221
Germany,2014,0,0,9,0.9999017942940108
Germany,2015,0,0,9,0.9999999999999998
Germany,2016,0,0,9,0.9999999999992337
Ghana,1964,1,0,4,0.9999383197229459
Ghana,1965,1,0,4,0.9999540337963219
Ghana,1966,1,0,4,0.9997157304695918
Ghana,1967,1,0,4,0.9999282746671941
Ghana,1968,1,0,4,0.9999471149126367
Ghana,1969,1,0,4,0.9999057340008334
Ghana,1970,1,0,4,0.995361388108265
Ghana,1971,1,0,4,0.9999316143832463
Ghana,1972,1,0,4,0.9998814349505476
Ghana,1973,1,0,4,0.9996186766745799
Ghana,1974,0,0,4,0.9998824370685864
Ghana,1975,0,0,4,0.8160703621366979
Ghana,1976,0,0,4,0.9681811877034391
Ghana,1977,0,0,4,0.9859754732670246
Ghana,1978,0,0,4,0.9000716404600051
Ghana,1979,0,0,4,0.6051018891914591
Ghana,1980,0,0,4,0.9998933816728643
Ghana,1981,0,0,4,0.9994594701652763
Ghana,1982,0,0,4,0.9645315633828632
Ghana,1983,0,0,4,0.9994334634963894
Ghana,1984,1,0,4,0.9979247576411597
Ghana,1985,1,0,4,0.9241542761538514
Ghana,1986,1,0,4,0.9188464092311579
Ghana,1987,0,0,4,0.9996776345490768
Ghana,1988,0,0,4,0.9997320327290613
Ghana,1989,0,0,4,0.9996711185103145
Ghana,1990,0,0,4,0.9997631789242509
Ghana,1991,0,0,4,0.9999374305787248
Ghana,1992,0,0,4,0.999921232630542
Ghana,1993,0,0,4,0.9998032192617032
Ghana,1994,0,0,4,0.9999275195975851
Ghana,1995,0,0,4,0.9999468598854537
Ghana,1996,0,0,4,0.999923205105651
Ghana,1997,0,0,4,0.9999374441399558
Ghana,1998,0,0,4,0.999262057605767
Ghana,1999,0,0,4,0.9861734199780618
Ghana,2000,0,0,4,0.9104136502941763
Ghana,2001,0,0,4,0.9997883547163587
Ghana,2002,0,0,4,0.9998263908233493
Ghana,2003,0,0,4,0.9379797657237575
Ghana,2004,0,0,4,0.9906095633850353
Ghana,2005,0,0,4,0.9928061707496092
Ghana,2006,0,0,4,0.9943580670539032
Ghana,2007,0,0,4,0.9944305298542956
Ghana,2008,0,0,4,0.9932441272999519
Ghana,2009,0,0,4,0.9988131220022598
Ghana,2010,0,0,6,0.5167107127243759
Ghana,2011,0,0,3,0.9996838652430192
Ghana,2012,0,0,3,0.9931996670703576
Ghana,2013,0,0,3,0.9961387570604749
Ghana,2014,0,0,3,0.9767114213101644
Ghana,2015,0,0,3,0.9988045112290802
Ghana,2016,0,0,3,0.94440557351999
Greece,1964,0,0,4,0.9979949708469855
Greece,1965,0,0,4,0.9972197121301137
Greece,1966,0,0,4,0.9973816067750713
Greece,1967,0,0,4,0.9998025046820489
Greece,1968,0,0,4,0.9999028637534287
Greece,1969,0,0,4,0.9998754811394562
Greece,1970,0,0,4,0.9997993837162594
Greece,1971,0,0,4,0.9998917906112809
Greece,1972,0,0,4,0.999842029456732
Greece,1973,0,0,4,0.99986329540828
Greece,1974,0,0,4,0.9999028671040991
Greece,1975,0,0,4,0.9999685607150144
Greece,1976,0,0,4,0.9983264212467857
Greece,1977,0,0,4,0.9941316965138884
Greece,1978,0,0,4,0.8445364460203422
Greece,1979,0,0,4,0.9841853507517506
Greece,1980,0,0,0,0.8342181804510825
Greece,1981,0,0,0,0.9998177031818009
Greece,1982,0,0,0,0.9999572923747378
Greece,1983,0,0,0,0.9916369295161639
Greece,1984,0,0,6,0.9978587868097238
Greece,1985,0,0,4,0.8749744242413275
Greece,1986,0,0,4,0.9995997100114148
Greece,1987,0,0,4,0.993002455933137
Greece,1988,0,0,6,0.9087845482368743
Greece,1989,0,0,4,0.7426525547159879
Greece,1990,0,0,6,0.963928831780769
Greece,1991,0,0,6,0.9998290887402018
Greece,1992,0,0,6,0.9999828335669992
Greece,1993,0,0,6,0.9987106187759703
Greece,1994,0,0,6,0.9985863423644739
Greece,1995,0,0,6,0.9998218168736885
Greece,1996,0,0,6,0.9996878721010765
Greece,1997,0,0,6,0.9997276750308846
Greece,1998,0,0,6,0.9999435850168157
Greece,1999,0,0,6,0.9999612611644716
Greece,2000,0,0,6,0.9998970189735575
Greece,2001,0,0,7,0.9981351431870509
Greece,2002,0,0,7,0.9999994300466922
Greece,2003,0,0,7,0.9999915957890575
Greece,2004,0,0,7,0.9997727599456337
Greece,2005,0,0,6,0.9833072557212132
Greece,2006,0,0,6,0.9624184740450127
Greece,2007,0,0,6,0.9985258595565107
