STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,5.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,5.75,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,6.208333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,4.820833333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1961,5.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1961,5.604166667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1961,6.833333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1961,4.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1962,5.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1962,5.708333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1962,6.208333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1962,4.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1963,5.125,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1963,5.75,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1963,5.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1963,4.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1964,5.072916667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1964,5.75,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LBY,Libya,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1964,7.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1964,5.791666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1964,4.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1965,5.3125,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1965,5.770833333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LBY,Libya,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1965,7.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLE,Sierra Leone,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1965,8.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1965,6.916666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1965,4.535,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1966,5.375,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1966,6.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LBY,Libya,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1966,7.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLE,Sierra Leone,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1966,8.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1966,7.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1966,5.625,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1967,5.375,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1967,5.916666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LBY,Libya,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1967,7.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLE,Sierra Leone,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1967,8.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1967,8.25,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GBR,United Kingdom,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1967,5.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1967,5.633333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1968,5.583333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1968,6.916666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LBY,Libya,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1968,7.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLE,Sierra Leone,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1968,8.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1968,8.333333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GBR,United Kingdom,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1968,6.125,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1968,6.3125,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1969,5.875,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1969,7.958333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LBY,Libya,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1969,7.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MYS,Malaysia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1969,9.14,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLE,Sierra Leone,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1969,8.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1969,8.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
